Price min value,Price for each machine,Time
6520/1000,"[2808/1000, 146/1000, 379/1000, 379/1000, 2808/1000]",0.12955093383789062
6520/1000,"[2808/1000, 2808/1000, 379/1000, 146/1000, 379/1000]",0.1214759349822998
6520/1000,"[2808/1000, 379/1000, 2808/1000, 379/1000, 146/1000]",0.1257948875427246
6520/1000,"[379/1000, 2808/1000, 379/1000, 2808/1000, 146/1000]",0.09887266159057617
6520/1000,"[2808/1000, 379/1000, 379/1000, 2808/1000, 146/1000]",0.1288738250732422
