Price min value,Price for each machine,Time
2192/1000,"[283/1000, 283/1000, 283/1000, 0/1000, 582/1000, 761/1000]",0.6615738868713379
2192/1000,"[283/1000, 582/1000, 761/1000, 0/1000, 283/1000, 283/1000]",0.5910379886627197
2192/1000,"[283/1000, 283/1000, 283/1000, 582/1000, 0/1000, 761/1000]",0.6374611854553223
2192/1000,"[283/1000, 761/1000, 0/1000, 283/1000, 283/1000, 582/1000]",0.7390801906585693
2192/1000,"[283/1000, 761/1000, 582/1000, 283/1000, 0/1000, 283/1000]",1.0545260906219482
