Price min value,Price for each machine,Time
25353/1000,"[351/125, 351/125, 73/500, 73/500, 73/500, 379/1000, 351/125, 73/500, 351/125, 379/1000, 351/125, 351/125, 73/500, 73/500, 73/500, 73/500, 73/500, 351/125, 379/1000, 73/500, 73/500, 73/500, 351/125]",178.71336698532104
25353/1000,"[379/1000, 351/125, 73/500, 351/125, 351/125, 351/125, 73/500, 351/125, 73/500, 73/500, 73/500, 351/125, 351/125, 379/1000, 73/500, 73/500, 73/500, 73/500, 73/500, 379/1000, 73/500, 351/125, 73/500]",166.55805492401123
