Price min value,Price for each machine,Time
2019/1000,"[283/1000, 283/1000, 0, 161/250, 283/1000, 263/500]",1.4788439273834229
2019/1000,"[283/1000, 283/1000, 263/500, 0, 283/1000, 161/250]",1.1797499656677246
2019/1000,"[283/1000, 283/1000, 161/250, 283/1000, 263/500, 0]",1.5995211601257324
2019/1000,"[283/1000, 161/250, 263/500, 0, 283/1000, 283/1000]",1.6289920806884766
2019/1000,"[263/500, 283/1000, 283/1000, 283/1000, 161/250, 0]",1.975080966949463
