Price min value,Price for each machine,Time
10024/1000,"[0, 2808, 1600, 2808, 2808]",0.28675007820129395
10024/1000,"[0, 2808, 1600, 2808, 2808]",0.3127322196960449
10024/1000,"[0, 2808, 1600, 2808, 2808]",0.32622313499450684
10024/1000,"[0, 2808, 1600, 2808, 2808]",0.3278331756591797
10024/1000,"[0, 2808, 1600, 2808, 2808]",0.4196968078613281
