Price min value,Price for each machine,Time
7191/1000,"[2808/1000, 146/1000, 146/1000, 379/1000, 146/1000, 379/1000, 2808/1000, 379/1000]",11.222994804382324
7191/1000,"[2808/1000, 146/1000, 146/1000, 379/1000, 146/1000, 379/1000, 2808/1000, 379/1000]",9.89798879623413
7191/1000,"[146/1000, 146/1000, 2808/1000, 2808/1000, 146/1000, 379/1000, 379/1000, 379/1000]",9.739447116851807
7191/1000,"[146/1000, 146/1000, 146/1000, 2808/1000, 379/1000, 379/1000, 2808/1000, 379/1000]",11.136631965637207
7191/1000,"[2808/1000, 146/1000, 146/1000, 379/1000, 146/1000, 379/1000, 2808/1000, 379/1000]",10.253477096557617
