Price min value,Price for each machine,Time
1079/1000,"[283/1000, 115/1000, 115/1000, 283/1000, 283/1000]",0.23424577713012695
1079/1000,"[283/1000, 283/1000, 115/1000, 115/1000, 283/1000]",0.23177003860473633
1079/1000,"[283/1000, 283/1000, 283/1000, 115/1000, 115/1000]",0.2576010227203369
1079/1000,"[283/1000, 115/1000, 115/1000, 283/1000, 283/1000]",0.25228381156921387
1079/1000,"[283/1000, 115/1000, 283/1000, 283/1000, 115/1000]",0.2382209300994873
