1424/1000,"[115/1000, 115/1000, 115/1000, 283/1000, 283/1000, 115/1000, 115/1000, 283/1000]",2.954000949859619
1424/1000,"[283/1000, 115/1000, 115/1000, 115/1000, 115/1000, 283/1000, 115/1000, 283/1000]",2.4643290042877197
1424/1000,"[283/1000, 283/1000, 283/1000, 115/1000, 115/1000, 115/1000, 115/1000, 115/1000]",2.847991704940796
1424/1000,"[115/1000, 115/1000, 283/1000, 115/1000, 283/1000, 283/1000, 115/1000, 115/1000]",2.4762072563171387
1424/1000,"[283/1000, 283/1000, 115/1000, 115/1000, 115/1000, 115/1000, 283/1000, 115/1000]",3.4663829803466797
